id,name,gender,gender_probability,age,age_group,country_id,country_name,country_probability,created_at
019db7b8-01cc-759e-931e-2599f7bb7b01,Bayo Ouédraogo,male,0.99,27,adult,NG,Nigeria,0.81,2026-04-23T00:23:02.860Z
019db7b8-029a-719e-9cf7-e1e1189bd97a,Joseph Scott,male,0.83,83,senior,GB,United Kingdom,0.22,2026-04-23T00:23:03.066Z
019db7b8-0366-71cf-a7b5-872ec0e01729,Laila Saidi,female,0.66,52,adult,SD,Sudan,0.57,2026-04-23T00:23:03.270Z
019db7b8-0433-7199-99a9-b1ad888de70d,Sipho Mnguni,male,0.75,60,senior,KE,Kenya,0.35,2026-04-23T00:23:03.475Z
019db7b8-0500-7328-be8c-803e3f7c3066,Esi Sawadogo,female,0.68,46,adult,GM,Gambia,0.18,2026-04-23T00:23:03.680Z
019db7b8-05cd-767b-88c4-48b499548f58,Kunle Gbessi,male,0.84,61,senior,CI,Côte d'Ivoire,0.72,2026-04-23T00:23:03.885Z
019db7b8-069a-7758-ab26-18c988a39529,Nour Rachidi,female,0.78,32,adult,SD,Sudan,0.56,2026-04-23T00:23:04.090Z
019db7b8-07c2-764c-8ba3-6c01dda1bb6f,Tesfaye Ahmed,male,0.89,58,adult,MZ,Mozambique,0.88,2026-04-23T00:23:04.386Z
019db7b8-089c-761b-a3a9-e8953f2400b1,Aster Getachew,female,0.75,41,adult,ET,Ethiopia,0.85,2026-04-23T00:23:04.604Z
019db7b8-096a-70bb-90af-9b741b8fc84e,Bilkisu Abebe,female,0.65,24,adult,TZ,Tanzania,0.94,2026-04-23T00:23:04.810Z
019db7b8-0a37-764e-9104-6880c3613b2f,Walid Hajji,male,0.71,29,adult,MA,Morocco,0.51,2026-04-23T00:23:05.015Z
019db7b8-0b03-7192-a679-ef3576686897,Zodwa Bekele,female,0.81,36,adult,MW,Malawi,0.95,2026-04-23T00:23:05.219Z
019db7b8-0bd2-71b7-a3cd-f582b19c5909,Andrew Thomas,male,0.66,28,adult,BR,Brazil,0.49,2026-04-23T00:23:05.426Z
019db7b8-0c9e-70c6-8229-cbeebebd9419,Kunle Zinsou,male,0.73,10,child,ML,Mali,0.94,2026-04-23T00:23:05.630Z
019db7b8-0d6b-7389-8e4f-8e7180f384c1,Maryam Odhiambo,female,0.67,18,teenager,TZ,Tanzania,0.24,2026-04-23T00:23:05.835Z
019db7b8-0e38-7596-9cbb-83181125cc5a,Ikram Benali,female,0.69,50,adult,TN,Tunisia,0.24,2026-04-23T00:23:06.040Z
019db7b8-0f42-761c-8a43-d821aa354955,James Allen,male,0.83,14,teenager,FR,France,0.9,2026-04-23T00:23:06.306Z
019db7b8-100e-72a1-894c-a6c91c73f26d,Abdi Getachew,male,0.75,74,senior,KE,Kenya,0.21,2026-04-23T00:23:06.510Z
019db7b8-10db-77ba-b92c-50f74b7eda47,Bongiwe Moyo,female,0.88,56,adult,ZA,South Africa,0.21,2026-04-23T00:23:06.715Z
019db7b8-11b1-76fb-9a7f-168d018c2bf4,Thandeka Kamau,female,0.87,49,adult,SO,Somalia,0.93,2026-04-23T00:23:06.929Z
019db7b8-127f-705b-aacf-4f4c835c382a,Rokhaya Konaté,female,0.76,17,teenager,NG,Nigeria,0.53,2026-04-23T00:23:07.135Z
019db7b8-134c-736d-a037-e545bd3c7b49,Nandi Mnguni,female,0.7,28,adult,NA,Namibia,0.59,2026-04-23T00:23:07.340Z
019db7b8-141e-7279-9d5c-46ad859bd43e,Michael Campbell,male,0.65,58,adult,US,United States,0.28,2026-04-23T00:23:07.550Z
019db7b8-14eb-749a-ad28-32c8f7743f96,Hamza Amrani,male,0.87,47,adult,TN,Tunisia,0.86,2026-04-23T00:23:07.755Z
019db7b8-15be-731d-b012-b913aec7641b,Assata Touré,female,0.83,29,adult,GH,Ghana,0.27,2026-04-23T00:23:07.966Z
019db7b8-168a-747f-b769-6ed26dbbc759,Richard Torres,male,0.87,56,adult,US,United States,0.79,2026-04-23T00:23:08.170Z
019db7b8-1757-70c9-8888-ef8025f77c31,Nokwanda Mpofu,female,0.7,38,adult,ZW,Zimbabwe,0.49,2026-04-23T00:23:08.375Z
019db7b8-182a-7508-8fcd-eae562f8b981,Aya Khatib,female,0.66,49,adult,EG,Egypt,0.77,2026-04-23T00:23:08.586Z
019db7b8-18f6-72da-b98a-d506f9f9d3e0,Cheikh Bah,male,0.92,27,adult,GH,Ghana,0.56,2026-04-23T00:23:08.790Z
019db7b8-19c3-74f9-8c01-ce66e89d867b,Akua Konaté,female,0.9,77,senior,BJ,Benin,0.72,2026-04-23T00:23:08.995Z
019db7b8-1a96-7681-be68-00962c46ea7f,Jacques Obiang,male,0.83,88,senior,CD,DR Congo,0.88,2026-04-23T00:23:09.206Z
019db7b8-1b62-73b8-89ba-7f3be33ab8c7,Chisom Okonkwo,female,0.81,29,adult,EH,Western Sahara,0.1,2026-04-23T00:23:09.410Z
019db7b8-1c2f-758e-a262-dc6d16547a19,Sandra Parker,female,0.7,54,adult,US,United States,0.88,2026-04-23T00:23:09.615Z
019db7b8-1d02-7386-a113-3d1dccd45863,Laura Thomas,female,0.79,35,adult,AU,Australia,0.6,2026-04-23T00:23:09.826Z
019db7b8-1dce-75a1-aec3-310e41370c98,Patient Bongo,male,0.84,57,adult,CD,DR Congo,0.66,2026-04-23T00:23:10.030Z
019db7b8-1ea1-746a-8ea9-1532c8bd9d27,Younes Amrani,male,0.71,37,adult,MA,Morocco,0.19,2026-04-23T00:23:10.241Z
019db7b8-1f72-739e-af5f-f17793b9d4a2,Kenneth Jackson,male,0.72,48,adult,GB,United Kingdom,0.65,2026-04-23T00:23:10.450Z
019db7b8-203f-730e-9571-ef55ac1a24a3,Wangari Khumalo,female,0.76,85,senior,ET,Ethiopia,0.55,2026-04-23T00:23:10.655Z
019db7b8-2112-711e-878c-942bb8aa1a73,Ndéye Agyei,female,0.91,66,senior,SN,Senegal,0.72,2026-04-23T00:23:10.866Z
019db7b8-21e3-7344-bf90-db4939680ff6,Karen Allen,female,0.8,90,senior,GB,United Kingdom,0.37,2026-04-23T00:23:11.075Z
019db7b8-22b0-714b-9016-08a7b7f60969,Munashe Mthembu,male,0.96,45,adult,ZM,Zambia,0.26,2026-04-23T00:23:11.280Z
019db7b8-237d-7557-b1a9-53d7d75ca6ff,David Flores,male,0.72,25,adult,US,United States,0.21,2026-04-23T00:23:11.485Z
019db7b8-2445-717f-8f50-47b42c52c18b,René Kalonji,male,0.95,81,senior,CD,DR Congo,0.25,2026-04-23T00:23:11.685Z
019db7b8-2512-719d-b685-508221cf0f8d,Mengistu Mengistu,male,0.75,43,adult,UG,Uganda,0.56,2026-04-23T00:23:11.890Z
019db7b8-25df-70c8-83ce-199dd545201b,Andrew Anderson,male,0.71,5,child,AU,Australia,0.11,2026-04-23T00:23:12.095Z
019db7b8-26ac-70df-b4cb-10c49e0e17e0,George Garcia,male,0.68,78,senior,CN,China,0.36,2026-04-23T00:23:12.300Z
019db7b8-277a-71cd-b0d8-52291448f4ba,Thandeka Dlamini,female,0.91,5,child,BW,Botswana,0.6,2026-04-23T00:23:12.506Z
019db7b8-2846-723c-8982-9ef2b44e1649,Mumbi Masondo,female,0.96,57,adult,KE,Kenya,0.44,2026-04-23T00:23:12.710Z
019db7b8-2913-73bf-a92a-0b5a30f00271,Elizabeth Perez,female,0.87,47,adult,FR,France,0.24,2026-04-23T00:23:12.915Z
019db7b8-2a22-7068-abf8-b52d171bcaf7,Hassan Lamrani,male,0.72,51,adult,EG,Egypt,0.93,2026-04-23T00:23:13.186Z
019db7b8-2aee-7132-b76c-58079dd7a8d7,Amina Ndlovu,female,0.79,55,adult,MG,Madagascar,0.23,2026-04-23T00:23:13.390Z
019db7b8-2bbb-70c9-9582-4461a15ac3e3,Yaa Tapsoba,female,0.74,22,adult,GH,Ghana,0.34,2026-04-23T00:23:13.595Z
019db7b8-2c88-74af-9441-1d5ebb2c20b1,Mekdes Tadesse,female,0.97,20,adult,MZ,Mozambique,0.55,2026-04-23T00:23:13.800Z
019db7b8-2d55-76ef-9973-abbdda9d504c,Ismail Eze,male,0.78,62,senior,BJ,Benin,0.57,2026-04-23T00:23:14.005Z
019db7b8-2e22-71ce-9c59-3c5a68913098,Théodore Keïta,male,0.91,9,child,GH,Ghana,0.38,2026-04-23T00:23:14.210Z
019db7b8-2eef-7565-8a8c-93485ae80344,Laura Mitchell,female,0.97,26,adult,CA,Canada,0.5,2026-04-23T00:23:14.415Z
019db7b8-2fc2-7137-b199-06ea233acdc8,Awino Jama,female,0.91,19,teenager,KE,Kenya,0.49,2026-04-23T00:23:14.626Z
019db7b8-308e-700c-8334-cf430497d87d,Akosua Darko,female,0.7,72,senior,NG,Nigeria,0.72,2026-04-23T00:23:14.830Z
019db7b8-315b-77ba-a19d-a740a5fbd3df,Assata Kaboré,female,0.9,14,teenager,LR,Liberia,0.58,2026-04-23T00:23:15.035Z
019db7b8-3228-72c8-be5a-247df6e4c338,Christopher Nguyen,male,0.85,16,teenager,US,United States,0.69,2026-04-23T00:23:15.240Z
019db7b8-32f6-7399-bd99-589aeec6d194,Didier Lokossou,male,0.87,23,adult,BJ,Benin,0.46,2026-04-23T00:23:15.446Z
019db7b8-33c3-730b-8b0c-530453a352bb,Gary Hill,male,0.96,48,adult,GB,United Kingdom,0.78,2026-04-23T00:23:15.651Z
019db7b8-349a-7579-8e6a-6fe6d09f625d,Paul Bongo,male,0.79,57,adult,CM,Cameroon,0.24,2026-04-23T00:23:15.866Z
019db7b8-3566-74ec-86ae-70330d053bf6,Waweru Alemu,male,0.85,66,senior,ER,Eritrea,0.25,2026-04-23T00:23:16.070Z
019db7b8-3637-73d7-9aac-aa76f9ecdf8f,Kimberly Hill,female,0.82,21,adult,US,United States,0.29,2026-04-23T00:23:16.279Z
019db7b8-3705-7590-9ab2-852f0c17cd01,Nompumelelo Bekele,female,0.7,69,senior,ET,Ethiopia,0.71,2026-04-23T00:23:16.485Z
019db7b8-37d2-766a-91cf-2f6b979a412a,Joy Camara,female,0.71,56,adult,MR,Mauritania,0.55,2026-04-23T00:23:16.690Z
019db7b8-38a4-7229-b99f-bd1076f0e204,Nabil Amrani,male,0.69,47,adult,MA,Morocco,0.3,2026-04-23T00:23:16.900Z
019db7b8-3971-741b-a718-b9d187dc87b9,Assata Compaoré,female,0.73,41,adult,GH,Ghana,0.78,2026-04-23T00:23:17.105Z
019db7b8-3a39-71ff-9603-c575950bf5ad,Tesfaye Nkosi,male,0.86,8,child,ET,Ethiopia,0.52,2026-04-23T00:23:17.305Z
019db7b8-3b06-709f-818e-c806da622632,Mumbi Hassan,female,0.76,52,adult,ET,Ethiopia,0.79,2026-04-23T00:23:17.510Z
019db7b8-3bd8-7193-930d-d96d89b1036b,Jason Jackson,male,0.65,5,child,IN,India,0.65,2026-04-23T00:23:17.720Z
019db7b8-3ca1-7582-8428-40eddca61fd0,Adhiambo Farah,female,0.79,10,child,BI,Burundi,0.6,2026-04-23T00:23:17.921Z
019db7b8-3d6e-7479-9378-21d46e8b5320,Cheikh Agyei,male,0.79,49,adult,NG,Nigeria,0.19,2026-04-23T00:23:18.126Z
019db7b8-3e3d-76aa-bedf-14a55647b92b,Kunle Zongo,male,0.73,6,child,ML,Mali,0.74,2026-04-23T00:23:18.333Z
019db7b8-3f07-738a-9075-b15459163768,Simba Ndebele,male,0.84,56,adult,AO,Angola,0.72,2026-04-23T00:23:18.535Z
019db7b8-3fda-776f-b9e0-89eaa0505d74,Omar Abdi,male,0.87,25,adult,ET,Ethiopia,0.19,2026-04-23T00:23:18.746Z
019db7b8-40a6-76bc-b2a2-c8af1d5e0c18,Farah Desta,male,0.99,18,teenager,KE,Kenya,0.7,2026-04-23T00:23:18.950Z
019db7b8-416e-7090-afea-77b6f6f61596,Hirut Warsame,female,0.77,31,adult,ET,Ethiopia,0.26,2026-04-23T00:23:19.150Z
019db7b8-4246-74ac-8588-f2d51c494d0a,Afia Adomou,female,0.9,81,senior,BJ,Benin,0.32,2026-04-23T00:23:19.366Z
019db7b8-4312-708d-999c-d0648ef8139e,Amira Alaoui,female,0.66,66,senior,TN,Tunisia,0.15,2026-04-23T00:23:19.570Z
019db7b8-43df-761c-8d09-e5f8cd89f8de,Mercy Coulibaly,female,0.77,89,senior,BF,Burkina Faso,0.42,2026-04-23T00:23:19.775Z
019db7b8-44b2-733e-a567-2ec93da010cf,Siham Khalil,female,0.86,55,adult,MA,Morocco,0.28,2026-04-23T00:23:19.986Z
019db7b8-457e-776a-b187-34b8d41f751f,Richard Segla,male,0.89,55,adult,SN,Senegal,0.27,2026-04-23T00:23:20.190Z
019db7b8-464b-772d-9724-9b1e88c1c85a,Jason Phillips,male,0.91,30,adult,CN,China,0.72,2026-04-23T00:23:20.395Z
019db7b8-4782-7008-aaad-b9abc81d97d2,Halima Omar,female,0.83,25,adult,RW,Rwanda,0.53,2026-04-23T00:23:20.706Z
019db7b8-4853-7059-b206-b4fc0c8247fd,Bintou Segla,female,0.83,69,senior,NG,Nigeria,0.62,2026-04-23T00:23:20.915Z
019db7b8-4926-71e9-ad41-822438633f9f,François Bongo,male,0.77,19,teenager,CF,Central African Republic,0.92,2026-04-23T00:23:21.126Z
019db7b8-49f2-70ab-a09d-4f7de72f974f,Aster Ndlovu,female,0.82,13,teenager,MU,Mauritius,0.44,2026-04-23T00:23:21.330Z
019db7b8-4ac0-7064-95e2-eae97166f889,Njoroge Nkosi,male,0.7,81,senior,TZ,Tanzania,0.89,2026-04-23T00:23:21.536Z
019db7b8-4b92-7346-956f-8e1de64efa19,Yaa Compaoré,female,0.85,32,adult,MR,Mauritania,0.15,2026-04-23T00:23:21.746Z
019db7b8-4c5e-751a-8199-00372fdbc37a,Youssef Amrani,male,0.76,52,adult,DZ,Algeria,0.75,2026-04-23T00:23:21.950Z
019db7b8-4d2b-768c-8317-d2081b5e191e,Gloire Obiang,female,0.65,37,adult,CD,DR Congo,0.23,2026-04-23T00:23:22.155Z
019db7b8-4dfe-72db-a70b-d58eef3b651c,Jeanne Nkoghe,female,0.97,10,child,CD,DR Congo,0.85,2026-04-23T00:23:22.366Z
019db7b8-4eca-705c-9f4a-7ef98daff1bc,Adhiambo Waweru,female,0.71,85,senior,MG,Madagascar,0.82,2026-04-23T00:23:22.570Z
019db7b8-4f97-779a-ac23-33d5c9b4a539,Joy Sow,female,0.81,17,teenager,ML,Mali,0.2,2026-04-23T00:23:22.775Z
019db7b8-506a-73d8-aa6b-9f4ef87923cb,Estelle Asante,female,0.89,31,adult,NG,Nigeria,0.5,2026-04-23T00:23:22.986Z
019db7b8-5136-7728-b176-0bb08c8a827e,Thomas White,male,0.69,20,adult,IN,India,0.73,2026-04-23T00:23:23.190Z
019db7b8-51fe-703e-9bf7-8a34a3f51d4c,Ashley Roberts,female,0.9,32,adult,GB,United Kingdom,0.67,2026-04-23T00:23:23.390Z
019db7b8-52cb-707b-8784-1255fbc32280,Efua Agbodji,female,0.99,18,teenager,CI,Côte d'Ivoire,0.2,2026-04-23T00:23:23.595Z
019db7b8-5398-7471-9773-63e1b63ef78f,Otieno Mnguni,male,0.78,29,adult,KE,Kenya,0.63,2026-04-23T00:23:23.800Z
019db7b8-5460-73cf-b3d0-a5bfcc879170,Tafadzwa Khumalo,male,0.74,45,adult,ZW,Zimbabwe,0.16,2026-04-23T00:23:24.000Z
019db7b8-552e-7148-8016-022b845ab02d,Wangari Adhiambo,female,0.75,35,adult,ET,Ethiopia,0.55,2026-04-23T00:23:24.206Z
019db7b8-55fa-735d-be75-ab109a11454a,André Nguema,male,0.74,28,adult,CG,Republic of the Congo,0.26,2026-04-23T00:23:24.410Z
019db7b8-5722-764f-a436-55218b5ed723,Nokwanda Sibanda,female,0.71,19,teenager,ZA,South Africa,0.5,2026-04-23T00:23:24.706Z
019db7b8-57ee-721f-9487-a0d087ac360b,Laila Rachidi,female,0.94,30,adult,MA,Morocco,0.1,2026-04-23T00:23:24.910Z
019db7b8-58bb-7220-9d7f-cd096d760bb8,Zanele Getachew,female,0.91,29,adult,RW,Rwanda,0.34,2026-04-23T00:23:25.115Z
019db7b8-5988-73c8-aed7-25cce2350f20,Honorine Sow,female,0.74,78,senior,NG,Nigeria,0.47,2026-04-23T00:23:25.320Z
019db7b8-5a55-769e-8d96-05018fc07bbb,Maryam Kamau,female,0.74,81,senior,KE,Kenya,0.92,2026-04-23T00:23:25.525Z
019db7b8-5b22-7389-8de0-b3c7eca78556,Nompumelelo Masondo,female,0.97,32,adult,KE,Kenya,0.77,2026-04-23T00:23:25.730Z
019db7b8-5bef-70fe-81f8-e190a7769a0f,Simba Mpofu,male,0.89,57,adult,BW,Botswana,0.78,2026-04-23T00:23:25.936Z
019db7b8-5cc0-7509-8a71-f306bf62a62a,Clarisse Tchalla,female,0.66,26,adult,SN,Senegal,0.1,2026-04-23T00:23:26.144Z
019db7b8-5d98-73ee-b979-cea3be639a78,Grâce Afolabi,female,0.71,48,adult,GH,Ghana,0.41,2026-04-23T00:23:26.360Z
019db7b8-5e65-7032-8fda-a3df9da541c0,Tigist Awino,female,0.96,48,adult,TZ,Tanzania,0.8,2026-04-23T00:23:26.565Z
019db7b8-5f32-73cc-addc-8d06a84ccd20,Ibrahima Olawale,male,0.71,53,adult,NG,Nigeria,0.48,2026-04-23T00:23:26.770Z
019db7b8-5fff-772b-9b06-ccb5be34844a,Louis Bomboko,male,0.67,44,adult,CM,Cameroon,0.83,2026-04-23T00:23:26.975Z
019db7b8-60c7-723e-a4f9-9b6df9c96b9d,Sipho Haile,male,0.9,54,adult,MG,Madagascar,0.72,2026-04-23T00:23:27.175Z
019db7b8-6194-730d-8cf8-737d46f8eb42,Simba Moyo,male,0.89,84,senior,ZA,South Africa,0.63,2026-04-23T00:23:27.380Z
019db7b8-6261-715b-9d62-93e3749bffdc,Kunle Nwosu,male,0.94,52,adult,GH,Ghana,0.21,2026-04-23T00:23:27.585Z
019db7b8-632f-7192-a55f-2ff357c7638f,Moussa Sawadogo,male,0.71,16,teenager,BJ,Benin,0.57,2026-04-23T00:23:27.791Z
019db7b8-63fb-7026-a2a6-832f9b5ba149,Timothy White,male,0.74,24,adult,FR,France,0.61,2026-04-23T00:23:27.995Z
019db7b8-64cd-703d-a25e-37a7be0ded6d,Kunle Segla,male,0.97,7,child,MR,Mauritania,0.5,2026-04-23T00:23:28.205Z
019db7b8-659a-72f8-a35c-779f9334cb70,Ekow Barro,male,0.78,27,adult,SN,Senegal,0.75,2026-04-23T00:23:28.410Z
019db7b8-6667-738e-a85c-e9b0720ac919,Stephanie Adams,female,0.75,34,adult,FR,France,0.47,2026-04-23T00:23:28.615Z
019db7b8-6734-7105-b4fc-a2edbccc36fb,Dina Tazi,female,0.71,18,teenager,EG,Egypt,0.22,2026-04-23T00:23:28.820Z
019db7b8-67fc-746e-a3c0-4e2164c84abb,Steven Anderson,male,0.88,37,adult,JP,Japan,0.22,2026-04-23T00:23:29.020Z
019db7b8-68c4-71ab-a589-151cd4f665af,Rim Khatib,female,0.98,63,senior,DZ,Algeria,0.29,2026-04-23T00:23:29.220Z
019db7b8-6991-7032-a765-585aabefabfe,Jacques Mukendi,male,0.77,79,senior,CM,Cameroon,0.54,2026-04-23T00:23:29.425Z
019db7b8-6a65-7121-a854-af83d481230a,Zineb Tahir,female,0.93,25,adult,EG,Egypt,0.42,2026-04-23T00:23:29.637Z
019db7b8-6b35-778e-9474-e1223d477015,Hajar Khatib,female,0.7,18,teenager,SD,Sudan,0.71,2026-04-23T00:23:29.845Z
019db7b8-6c02-72de-b1a0-a79795a02cd4,Alexis Camara,male,0.93,20,adult,NG,Nigeria,0.12,2026-04-23T00:23:30.050Z
019db7b8-6cd0-75ec-8cec-ff56fb2784a8,Wangari Farah,female,0.73,36,adult,KE,Kenya,0.8,2026-04-23T00:23:30.256Z
019db7b8-6d9c-7566-bb59-06c7b1186540,Chipo Shabalala,female,0.77,37,adult,ZM,Zambia,0.27,2026-04-23T00:23:30.460Z
019db7b8-6e75-71e9-8ec3-e71dc8b66bbe,Thabo Ndlovu,male,0.88,25,adult,UG,Uganda,0.91,2026-04-23T00:23:30.677Z
019db7b8-6f4b-74a1-bc49-32691bc5551b,Abena Adjei,female,0.76,24,adult,BJ,Benin,0.72,2026-04-23T00:23:30.891Z
019db7b8-7017-7432-bc4c-df49fc0e9268,Parfait Obiang,male,0.94,29,adult,CM,Cameroon,0.68,2026-04-23T00:23:31.095Z
019db7b8-70e0-74a6-b3f8-f0f7e34a31b7,Linda Anderson,female,0.94,35,adult,CA,Canada,0.76,2026-04-23T00:23:31.296Z
019db7b8-71a7-761e-9443-15fff09f5ba0,Hiwot Ouma,female,0.88,77,senior,ET,Ethiopia,0.33,2026-04-23T00:23:31.495Z
019db7b8-7274-7073-a452-9ebf6b6d3270,Girma Ahmed,male,0.96,6,child,ET,Ethiopia,0.12,2026-04-23T00:23:31.700Z
019db7b8-733d-7678-b987-8cf1eeb9b452,Salma Benali,female,0.79,58,adult,SD,Sudan,0.32,2026-04-23T00:23:31.901Z
019db7b8-740a-75fe-a779-847df38fbdd1,Ouma Abebe,male,0.96,19,teenager,MZ,Mozambique,0.19,2026-04-23T00:23:32.106Z
019db7b8-74d6-74ad-a958-822ff9370768,Yasmine Filali,female,0.73,9,child,MA,Morocco,0.42,2026-04-23T00:23:32.310Z
019db7b8-75a5-7048-b6ed-c84e64cbf89a,Fiifi Boateng,male,0.68,44,adult,ML,Mali,0.28,2026-04-23T00:23:32.517Z
019db7b8-766b-760a-a414-699049bd0ea4,Esi Nwosu,female,0.93,87,senior,NG,Nigeria,0.22,2026-04-23T00:23:32.715Z
019db7b8-7738-7250-a9d6-d5400144726f,Adjoua Owusu,female,0.95,35,adult,CI,Côte d'Ivoire,0.39,2026-04-23T00:23:32.920Z
019db7b8-7805-7255-8a26-557e07e5d4c3,Grâce Sidibé,female,0.95,43,adult,SN,Senegal,0.94,2026-04-23T00:23:33.125Z
019db7b8-78d2-7102-a2ab-2ff452ebe9cf,Amina Ouma,female,0.82,69,senior,KE,Kenya,0.43,2026-04-23T00:23:33.330Z
019db7b8-799f-776b-89e3-04d5d9d93f3e,Ndéye Konaté,female,0.8,52,adult,NG,Nigeria,0.34,2026-04-23T00:23:33.535Z
